N;0;मैंने फिर भी दिल की तस्सली के लिए पूछा “आप कौन?” ;RandomBangaloreCityRoadEveningTimeBG;;;;;;;;;;
D;RandomBangaloreCityRoadEveningTimeBG;SilhoutteFemale;Phone;मैं उसकी गर्लफ्रेंड बोल रही हूँ। ;0;D1;PatiPatniAurWo;0;R;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Phone;ओह, हमारे पास एक ऑफर हैं। ;0;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;SilhoutteFemale;Phone;(एक्साइटेड होकर) बताइये? ;0;D1;PatiPatniAurWo;0;R;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Phone;कितना वक़्त हो गया आप दोनों को साथ? ;0;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;SilhoutteFemale;Phone;करीब आठ महीने। ;0;D1;PatiPatniAurWo;0;R;;;;
N;0;ये सुनकर मेरा बचाखुचा दिल भी टूट गया था। ;RandomBangaloreCityRoadEveningTimeBG;;;;;;;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Phone;प्लीज कॉल ९००००११० टू गेट योर ऑफर। ;0;D1;PatiPatniAurWo;0;L;;;;
N;0;इतना बोलकर मैंने फोन काट दिया।;RandomBangaloreCityRoadEveningTimeBG;;;;;;;;;;
FO;RandomBangaloreCityRoadEveningTimeBG;;;;;;;;;;;;
BG;RandomBangaloreCityRoadEveningTimeBG;2;;;;;;;;;;;
N;0;मैं वही बैठ गयी, मुझे धोखा मिला था। ;;;;;;;;;;;
N;0;वो भी इतने वक़्त से…;;;;;;;;;;;
N;0;मेरा दिल और भरोसा चखना चूर हो गए थे। ;;;;;;;;;;;
FO;RandomBangaloreCityRoadEveningTimeBG;;;;;;;;;;;;
BG;RandomBangaloreCityRoadEveningTimeBG;2;;;;;;;;;;;
N;0;मैंने खुदको संभाला और कैब में बैठ गयी। ;;;;;;;;;;;
N;0;मैंने ड्राइवर से पूछा- ;;;;;;;;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Confuse;जी ये डॉलफिन होटल यहाँ से कितना दूर हैं? ;0;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;CabDriver;Happy;मैडम, हमारे ऑफिस के पास ही हैं, करीब एक-आधा किलोमीटर होगा। ;1;D1;PatiPatniAurWo;0;R;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Sad;अच्छा  थैंक्यू। ;1;D1;PatiPatniAurWo;0;L;;;;
FO;OutsideOfficeBuilding2EveningTimeBG;0;;;;;;;;;;;
BG;OutsideOfficeBuilding2EveningTimeBG;1;;;;;;;;;;;
N;0;कुछ ही देर में मैं ऑफिस के बहार खड़ी थी। ;;;;;;;;;;;
N;0;मेघना और यश से भी वही मिली। ;;;;;;;;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Yash;Happy;आ गयी रॉकस्टार! ;0;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;XXXF;Happy;हाँ यार! ;0;D1;PatiPatniAurWo;0;L;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Meghna;Happy;ओह बेबी, मैं बहोत खुश हूँ तुम्हारे लिए। ;0;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;XXXF;Happy;हाँ यार फाइनली। ;0;D1;PatiPatniAurWo;0;L;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Yash;Happy;अब चले? सबको नए मेंबर से मिलना हैं।;0;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Meghna;Happy;बिलकुल! ;0;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;XXXF;Happy;चलो! ;0;D1;PatiPatniAurWo;0;L;;;;
N;0;हम तीनो ऑफिस में गए। ;OutsideOfficeBuilding2EveningTimeBG;;;;;;;;;;
FO;OutsideOfficeBuilding2EveningTimeBG;;;;;;;;;;;;
BG;OutsideOfficeBuilding2EveningTimeBG;2;;;;;;;;;;;
N;0;मीटिंग, मीटअप, प्रेजेंटेशन, सब करके हम फिरसे बाहर आ गए।;;;;;;;;;;;
N;0;तभी यश और मेघना ने पूछा- ;;;;;;;;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Yash;Happy;क्या सोचा हैं आगे?;0;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Meghna;Happy;हाँ, अब बता {$MalePlayerName} को कैसे सरप्राइज करने वाली हैं? ;1;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;XXXF;Happy;(झूटीसी मुस्कराहट) अब बस यहाँ से सीधे घर ही जा रही हूँ। ;1;D1;PatiPatniAurWo;0;L;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Meghna;Confuse;घर?;0;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Yash;Happy;हाहाहा, अरे इसका मतलब फ्लैट होगा। ;0;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;XXXF;Happy;हाँ वही। ;0;D1;PatiPatniAurWo;0;L;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Meghna;Happy;चलो बोहोत बढ़ीया। ;0;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;XXXF;Happy;चलती हूँ, कल मिलते हैं। ;0;D1;PatiPatniAurWo;0;L;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Meghna;Happy;हाँ, यश, {$FemalePlayerName}, मैं भी चलती हूँ।;0;D1;PatiPatniAurWo;0;R;;;;
N;0; मेघना चली गयी। ;OutsideOfficeBuilding2EveningTimeBG;;;;;;;;;;
ML;1;;;;;;;;;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Yash;Angry;हे सुनो! ;0;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;XXXF;Happy;(मुस्कुराते हुए) हाँ?;0;D1;PatiPatniAurWo;0;L;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Yash;Angry;क्या हुआ हैं?;0;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;XXXF;Confuse;कुछ भी तो नहीं? ;0;D1;PatiPatniAurWo;0;L;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Yash;Angry;देखो, जब तुम आई, तब भी तुम रोई हुई लग रही थी।;1;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;XXXF;Confuse;(नज़रे चुराते हुए) नहीं तो, ऐसा कुछ नहीं हैं। ;0;D1;PatiPatniAurWo;0;L;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Yash;Angry;झूट मत बोलो, और अभी भी तुम्हारी आँखों में आंसूं  हैं। ;0;D1;PatiPatniAurWo;0;R;;;;
N;0;तभी मेरी आँखों से, एकदम से आंसूं फूट पडे।;OutsideOfficeBuilding2EveningTimeBG;;;;;;;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Yash;Confuse;बताओ मुझे, मैं तुम्हारी मदद करूँगा। ;0;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;XXXF;Sad;{$MalePlayerName} ने… मुझे… चीट किया हैं। ;0;D1;PatiPatniAurWo;0;L;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Yash;Confuse;क्या!;0;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;XXXF;Sad;हाँ, वो भी पिछले आठ - नौ महीनो से… ;0;D1;PatiPatniAurWo;0;L;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Yash;Confuse;अरे..! ;0;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;XXXF;Sad;मुझे कुछ समझ नहीं आ रहा। ;0;D1;PatiPatniAurWo;0;L;;;;
D;OutsideOfficeBuilding2EveningTimeBG;Yash;Angry;हम मिलके उसको सबक सिखाएंगे! ;0;D1;PatiPatniAurWo;0;R;;;;
D;OutsideOfficeBuilding2EveningTimeBG;XXXF;Sad;पर कैसे? ;0;D1;PatiPatniAurWo;0;L;;;;
FO;OutsideOfficeBuilding2EveningTimeBG;0;;;;;;;;;;;
BG;OutsideOfficeBuilding2EveningTimeBG;2;;;;;;;;;;;
N;0;यश ने मुझे एक अच्छा आईडिया दिया। ;;;;;;;;;;;
N;0;मुझे अंधेरे में एक उम्मीद दिखाई देने लगी। ;;;;;;;;;;;
N;1;प्लान के मुताबिक मैं {$MalePlayerName} के होटल गयी। ;HotelCorridorWithDoor209BG;;;;;;;;;;
FO;HotelCorridorWithDoor209BG;;;;;;;;;;;;
BG;HotelCorridorWithDoor209BG;1;;;;;;;;;;;
N;0;रिसेप्शन पर उसके रूम का पता करके मैं पोहोच गयी रूम २०९ के बहार... ;;;;;;;;;;;
N;0;बड़ी हिम्मत करके मैंने बेल्ल बजाई। ;;;;;;;;;;;
N;0;एकदम से दरवाज़ा खुला। ;;;;;;;;;;;
N;0;दिखा तो बस टॉवेल लपेटा हुआ {$MalePlayerName}! ;;;;;;;;;;;
N;0;फिर हकबरायासा मुझे देखकर उसने दरवाज़ा बंद कर दिया।;;;;;;;;;;;
N;0;मैंने फिरसे नॉक किया। ;;;;;;;;;;;
FO;HotelCorridorWithDoor209BG;;;;;;;;;;;;
BG;HotelCorridorWithDoor209BG;2;;;;;;;;;;;
N;0;वो पांच मिनट बाद दरवाजा खोलकर बहार आया। ;;;;;;;;;;;
N;0;और खुश होने का नाटक करने लगा।;;;;;;;;;;;
N;0;मगर उसके चेहरे पर डर साफ़ था। ;;;;;;;;;;;
N;0;मैंने बड़े खुश मिज़ारी भरे स्वर में कहा- ;;;;;;;;;;;
D;HotelCorridorWithDoor209BG;XXXF;Happy;सरप्राइज बेबी! ;0;D1;PatiPatniAurWo;0;L;;;;
D;Room209OpenDoorBG;YYYM;Confuse;हाहाहा… थैंक्यू, मैं… मैं बहुत खुश हूँ।;0;D1;PatiPatniAurWo;0;R;;;;
D;HotelCorridorWithDoor209BG;XXXF;Confuse;पर तुम्हे तो पसीना हो रहा हैं?;0;D1;PatiPatniAurWo;0;L;;;;
D;Room209OpenDoorBG;Yash;Happy;अरे… वो… गरमी हैं न… ;0;D1;PatiPatniAurWo;0;R;;;;
D;HotelCorridorWithDoor209BG;XXXF;Happy;तो…  ;0;D1;PatiPatniAurWo;1;L;0;3;फ्लैट में अंदर चलते हैं।;कही घूमने चलते हैं।
D;Room209OpenDoorBG;YYYM;Confuse;(हकबकाया सा) क्या? क्यों? नहीं मतलब...;0;D1;PatiPatniAurWo;0;R;;;;
D;HotelCorridorWithDoor209BG;XXXF;Happy;क्या हुआ?;0;D1;PatiPatniAurWo;0;L;;;;
D;Room209OpenDoorBG;YYYM;Confuse;वो अंदर लड़के हैं आधे कपड़ो में, तो तुम्हे नहीं ले जा सकता..! ;1;D1;PatiPatniAurWo;0;R;;;;
D;HotelCorridorWithDoor209BG;XXXF;Happy;ओके, तो चलो बाहर चलते हैं।;1;D1;PatiPatniAurWo;0;L;;;;
D;Room209OpenDoorBG;YYYM;Confuse;(डरा हुआ) हाँ… बिलकुल… जहाँ तुम कहो… ;1;D1;PatiPatniAurWo;0;R;;;;
MBE;;;;;;;;;;;;;
D;Room209OpenDoorBG;YYYM;Confuse;(हकबकाया सा) हाँ जरूर…;0;D1;PatiPatniAurWo;0;R;;;;
D;HotelCorridorWithDoor209BG;XXXF;Happy;क्या हुआ? डरे हुए क्यों हो?;0;D1;PatiPatniAurWo;0;L;;;;
D;Room209OpenDoorBG;YYYM;Confuse;कुछ नहीं, वो तुमको देखके इतना खुश हूँ… ;0;D1;PatiPatniAurWo;0;R;;;;
D;Room209OpenDoorBG;YYYM;Confuse;की… आवाज़ ही नहीं निकल रही… ;0;D1;PatiPatniAurWo;0;R;;;;
D;HotelCorridorWithDoor209BG;XXXF;Happy;वाओ!;0;D1;PatiPatniAurWo;0;L;;;;
D;Room209OpenDoorBG;YYYM;Confuse;हाँ… बिलकुल..! ;0;D1;PatiPatniAurWo;0;R;;;;
D;HotelCorridorWithDoor209BG;XXXF;Happy;तो चलो। ;0;D1;PatiPatniAurWo;0;L;;;;
MBE;;;;;;;;;;;;;
FO;RandomBangaloreCityRoadEveningTimeBG;;;;;;;;;;;;
BG;RandomBangaloreCityRoadEveningTimeBG;2;;;;;;;;;;;
N;0; मैं {$MalePlayerName} का हाथ पकड़के उसके साथ घूमने निकल गयी। ;;;;;;;;;;;
N;0;{$MalePlayerName} खुश होने का नाटक कर रहा था, ;;;;;;;;;;;
N;0;और बोहोत सोच समझके बात कर रहा था। ;;;;;;;;;;;
D;RandomBangaloreCityRoadEveningTimeBG;YYYM;Happy;बेबी, चलो कॉफ़ी पीते हैं। ;0;D1;PatiPatniAurWo;0;R;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Happy;बिलकुल! ;0;D1;PatiPatniAurWo;0;L;;;;
FO;RandomBangaloreCityRoadEveningTimeBG;;;;;;;;;;;;
BG;RandomBangaloreCityRoadEveningTimeBG;2;;;;;;;;;;;
N;0; मैं और {$MalePlayerName} कॉफी के बाद बस यू ही टहल रहे थे। ;;;;;;;;;;;
N;0;…की मेरी नज़र एक छोटी सी प्यारी सी टैटू शॉप पर गयी।;;;;;;;;;;;
IMGNZ;TattooShop_RandomBangaloreCityRoadEveningTimeBG_ScreenView;RandomBangaloreCityRoadEveningTimeBG;;;;;;;;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Happy;अरे, वो देखो टैटू शॉप! ;0;D1;PatiPatniAurWo;0;L;;;;
N;0;{$MalePlayerName} डरा हुआ था तो वो मेरी किसी बात को इंकार नहीं कर पाया।  ;RandomBangaloreCityRoadEveningTimeBG;;;;;;;;;;
D;RandomBangaloreCityRoadEveningTimeBG;YYYM;Happy;हाँ... ;0;D1;PatiPatniAurWo;0;R;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Happy;उम्म… मुझे उस शॉप पर जाना हैं! ;0;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;YYYM;Happy;ओह! हाँ तो चलो न… ;0;D1;PatiPatniAurWo;0;R;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Happy;इस बार मैं डिज़ाइन सेलेक्ट करुँगी हमारे लिए!;0;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;YYYM;Happy;हम्म पक्का! ;0;D1;PatiPatniAurWo;0;R;;;;
FO;InsideTattooShop2;;;;;;;;;;;;
BG;InsideTattooShop2;1;;;;;;;;;;;
N;0;हम दोनों टैटू शॉप के अंदर पोहोचे, ;;;;;;;;;;;
N;0;{$MalePlayerName} टैटू चेयर पर बैठ गया।;;;;;;;;;;;
N;0;और मैंने शॉप ओनर की तरफ जाके उसको एक डिज़ाइन बनाने कहा।;;;;;;;;;;;
D;InsideTattooShop2;YYYM;Happy;बेबी, सेलेक्ट कर लिया? मुझे दिखाओ तो सही? ;0;D1;PatiPatniAurWo;0;R;;;;
D;InsideTattooShop2;XXXF;Happy;नो नो! अब तो ये एकसाथ ही देखेंगे जब बन जायेगा।;1;D1;PatiPatniAurWo;0;L;;;;
FO;InsideTattooShop2;;;;;;;;;;;;
BG;InsideTattooShop2;2;;;;;;;;;;;
N;0;टैटू आरटीस्ट ने {$MalePlayerName} की दूसरी कलाई पर टैटू बनाना शुरू कर दिया।;;;;;;;;;;;
N;0;और मैं वही खड़ी ये सब होता देख रही थी।  ;;;;;;;;;;;
N;0;हंसने की बात तो ये थी की वो जो मुझे मज़ाक समझ रहा था,;;;;;;;;;;;
N;0;जिसने मेरे प्यार का मज़ाक उड़ाया था, ;;;;;;;;;;;
N;0;आज खुद उसके कलाई पर मैंने एक निशाँ बनवाया था।  ;;;;;;;;;;;
N;0;जैसे ही टैटू पूरा हुआ, वो आरटीस्ट ने मेरे कहें गए पर… ;;;;;;;;;;;
N;0;{$MalePlayerName} को बिना दिखाए किसी वाइट बैंड से उसको कवर कर दिया। ;;;;;;;;;;;
FO;RandomBangaloreCityRoadEveningTimeBG;;;;;;;;;;;;
BG;RandomBangaloreCityRoadEveningTimeBG;2;;;;;;;;;;;
N;0;फिर मैं और {$MalePlayerName} वापस बाहर आ गए। ;;;;;;;;;;;
D;RandomBangaloreCityRoadEveningTimeBG;YYYM;Happy;अब क्या?;0;D1;PatiPatniAurWo;0;R;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Happy;अब मैं जा रही हूँ अपने अपार्टमेंट! ;0;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Happy;मुझे यहाँ जॉब मिल गयी हैं।;0;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;YYYM;Confuse;क्या? पर… कब, कैसे?;0;D1;PatiPatniAurWo;0;R;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Happy;वही दिल्ली में कुछ पुराने दोस्त टकरा गए, ;0;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Happy;और उन्ही से बात हुई, और… ;0;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;YYYM;Confuse;और क्या?;0;D1;PatiPatniAurWo;0;R;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Happy;और ये की अब मैं एक सीनियर डिजाइनर हूँ… ;0;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Happy;एक मल्टी नेशनल कम्पनी में! ;0;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;YYYM;Happy;(लालच में) सुनो न, मैं भी फिर तम्हारे साथ ही चलू?;0;D1;PatiPatniAurWo;0;R;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Happy;नो नो! अब तुम्हे अकेले रहने की आदत डालनी होगी।;0;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;YYYM;Confuse;क्या मतलब?;0;D1;PatiPatniAurWo;0;R;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Angry;मतलब की जाओ और रहो उसी लड़की के साथ जो तुम्हारी गलफ्रेंड हैं! ;1;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Angry;हमारे बीच अब कुछ भी नही हैं! ;1;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Happy;और हाँ, अपना टैटू तो देख लेना… ;1;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Angry;ये तो तूमको ज़िन्दगी भर तुहारा धोखा याद दिलाएगा।;1;D1;PatiPatniAurWo;0;L;;;;
N;0;तभी {$MalePlayerName} ने वो बैंड खोलकर टैटू देखा।  ;RandomBangaloreCityRoadEveningTimeBG;;;;;;;;;;
IMGP;Tattoo_Cheater_FULLScreenView;RandomBangaloreCityRoadEveningTimeBG;;10;;;;;;;;;
D;RandomBangaloreCityRoadEveningTimeBG;YYYM;Confuse;मुझे कुछ समझ नहीं आ रहा हैं?;0;D1;PatiPatniAurWo;0;R;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Angry;और कितना भोले बनोगे {$MalePlayerName}? ;0;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Angry;मुझे तुम्हारी सच्चाई पता चल चुकी हैं।;0;D1;PatiPatniAurWo;0;L;;;;
D;RandomBangaloreCityRoadEveningTimeBG;XXXF;Angry;और इसका मतलब हैं मैं तुम्हे तलाक़ दे रही हूँ! ;0;D1;PatiPatniAurWo;0;L;;;;
N;0;फिर मैं दूर खड़े मेघना और यश के पास गयी। ;RandomBangaloreCityRoadEveningTimeBG;;;;;;;;;;
N;0;उन्हें थैंक्स बोलकर गले लगाया।;;;;;;;;;;;
N;0;फिर मैं वहाँ से चली गयी, अपनी नयी और कामयाब जींदगी की शुरुआत करने।;;;;;;;;;;;
N;0;और {$MalePlayerName} अपना टैटू देखता रहा।;;;;;;;;;;;
END;;;;;;;;;;;;;
